key,value,date
EQU.24N,2,1937
EQU.24N,-21,1938
EQU.24N,-17,1939
EQU.24N,19,1940
EQU.24N,44,1941
EQU.24N,15,1942
EQU.24N,-4,1943
EQU.24N,11,1944
EQU.24N,9,1945
EQU.24N,5,1946
EQU.24N,-9,1947
EQU.24N,-22,1948
EQU.24N,-22,1949
EQU.24N,-28,1950
EQU.24N,1,1951
EQU.24N,0,1952
EQU.24N,6,1953
EQU.24N,-14,1954
EQU.24N,-27,1955
EQU.24N,-27,1956
EQU.24N,6,1957
EQU.24N,26,1958
EQU.24N,5,1959
EQU.24N,5,1960
EQU.24N,-7,1961
EQU.24N,-4,1962
EQU.24N,13,1963
EQU.24N,-14,1964
EQU.24N,-7,1965
EQU.24N,17,1966
EQU.24N,-11,1967
EQU.24N,-1,1968
EQU.24N,35,1969
EQU.24N,6,1970
EQU.24N,-30,1971
EQU.24N,6,1972
EQU.24N,6,1973
EQU.24N,-23,1974
EQU.24N,-29,1975
EQU.24N,-14,1976
EQU.24N,10,1977
EQU.24N,10,1978
EQU.24N,24,1979
EQU.24N,31,1980
EQU.24N,22,1981
EQU.24N,24,1982
EQU.24N,30,1983
EQU.24N,8,1984
EQU.24N,4,1985
EQU.24N,18,1986
EQU.24N,56,1987
EQU.24N,32,1988
EQU.24N,10,1989
EQU.24N,36,1990
EQU.24N,34,1991
EQU.24N,20,1992
EQU.24N,29,1993
EQU.24N,27,1994
EQU.24N,40,1995
EQU.24N,31,1996
EQU.24N,52,1997
EQU.24N,63,1998
EQU.24N,19,1999
EQU.24N,22,2000
EQU.24N,41,2001
EQU.24N,55,2002
EQU.24N,59,2003
EQU.24N,56,2004
EQU.24N,61,2005
EQU.24N,55,2006
EQU.24N,44,2007
EQU.24N,33,2008
EQU.24N,66,2009
EQU.24N,72,2010
EQU.24N,38,2011
EQU.24N,46,2012
EQU.24N,57,2013
EQU.24N,70,2014
24S.EQU,-5,1880
24S.EQU,2,1881
24S.EQU,-8,1882
24S.EQU,-19,1883
24S.EQU,-14,1884
24S.EQU,-23,1885
24S.EQU,-24,1886
24S.EQU,-31,1887
24S.EQU,8,1888
24S.EQU,11,1889
24S.EQU,-43,1890
24S.EQU,-24,1891
24S.EQU,-29,1892
24S.EQU,-36,1893
24S.EQU,-23,1894
24S.EQU,-8,1895
24S.EQU,8,1896
24S.EQU,18,1897
24S.EQU,-29,1898
24S.EQU,-10,1899
24S.EQU,19,1900
24S.EQU,-6,1901
24S.EQU,-8,1902
24S.EQU,-37,1903
24S.EQU,-48,1904
24S.EQU,-11,1905
24S.EQU,-21,1906
24S.EQU,-36,1907
24S.EQU,-49,1908
24S.EQU,-55,1909
24S.EQU,-54,1910
24S.EQU,-47,1911
24S.EQU,-11,1912
24S.EQU,-16,1913
24S.EQU,-2,1914
24S.EQU,-1,1915
24S.EQU,-42,1916
24S.EQU,-51,1917
24S.EQU,-22,1918
24S.EQU,-5,1919
24S.EQU,-14,1920
24S.EQU,-25,1921
24S.EQU,-29,1922
24S.EQU,-27,1923
24S.EQU,-24,1924
24S.EQU,-22,1925
24S.EQU,5,1926
24S.EQU,-17,1927
24S.EQU,-14,1928
24S.EQU,-29,1929
24S.EQU,-15,1930
24S.EQU,0,1931
24S.EQU,-18,1932
24S.EQU,-29,1933
24S.EQU,-26,1934
24S.EQU,-24,1935
24S.EQU,-23,1936
24S.EQU,-14,1937
24S.EQU,-31,1938
24S.EQU,-18,1939
24S.EQU,18,1940
24S.EQU,34,1941
24S.EQU,14,1942
24S.EQU,5,1943
24S.EQU,32,1944
24S.EQU,35,1945
24S.EQU,-7,1946
24S.EQU,-9,1947
24S.EQU,-14,1948
24S.EQU,-13,1949
24S.EQU,-26,1950
24S.EQU,-13,1951
24S.EQU,3,1952
24S.EQU,5,1953
24S.EQU,-28,1954
24S.EQU,-38,1955
24S.EQU,-37,1956
24S.EQU,8,1957
24S.EQU,14,1958
24S.EQU,8,1959
24S.EQU,-3,1960
24S.EQU,1,1961
24S.EQU,-5,1962
24S.EQU,9,1963
24S.EQU,-13,1964
24S.EQU,1,1965
24S.EQU,-1,1966
24S.EQU,-16,1967
24S.EQU,-10,1968
24S.EQU,29,1969
24S.EQU,6,1970
24S.EQU,-22,1971
24S.EQU,26,1972
24S.EQU,28,1973
24S.EQU,-16,1974
24S.EQU,-14,1975
24S.EQU,-7,1976
24S.EQU,23,1977
24S.EQU,7,1978
24S.EQU,27,1979
24S.EQU,28,1980
24S.EQU,16,1981
24S.EQU,30,1982
24S.EQU,58,1983
24S.EQU,30,1984
24S.EQU,18,1985
24S.EQU,30,1986
24S.EQU,63,1987
24S.EQU,45,1988
24S.EQU,22,1989
24S.EQU,39,1990
24S.EQU,44,1991
24S.EQU,41,1992
24S.EQU,38,1993
24S.EQU,37,1994
24S.EQU,49,1995
24S.EQU,37,1996
24S.EQU,54,1997
24S.EQU,81,1998
24S.EQU,32,1999
24S.EQU,33,2000
24S.EQU,48,2001
24S.EQU,67,2002
24S.EQU,68,2003
24S.EQU,58,2004
24S.EQU,69,2005
24S.EQU,58,2006
24S.EQU,50,2007
24S.EQU,45,2008
24S.EQU,71,2009
24S.EQU,66,2010
24S.EQU,37,2011
24S.EQU,57,2012
24S.EQU,58,2013
24S.EQU,64,2014
44S.24S,-2,1880
44S.24S,-6,1881
44S.24S,3,1882
44S.24S,-1,1883
44S.24S,-15,1884
44S.24S,-27,1885
44S.24S,-18,1886
44S.24S,-24,1887
44S.24S,-30,1888
44S.24S,-16,1889
44S.24S,-16,1890
44S.24S,-20,1891
44S.24S,-4,1892
44S.24S,3,1893
44S.24S,-16,1894
44S.24S,-21,1895
44S.24S,-15,1896
44S.24S,-21,1897
44S.24S,-27,1898
44S.24S,-13,1899
44S.24S,-31,1900
44S.24S,-29,1901
44S.24S,-27,1902
44S.24S,-37,1903
44S.24S,-36,1904
44S.24S,-37,1905
44S.24S,-23,1906
44S.24S,-25,1907
44S.24S,-31,1908
44S.24S,-38,1909
44S.24S,-32,1910
44S.24S,-43,1911
44S.24S,-37,1912
44S.24S,-29,1913
44S.24S,-17,1914
44S.24S,-10,1915
44S.24S,-22,1916
44S.24S,-17,1917
44S.24S,-8,1918
44S.24S,-7,1919
44S.24S,-20,1920
44S.24S,-25,1921
44S.24S,-23,1922
44S.24S,-26,1923
44S.24S,-38,1924
44S.24S,-24,1925
44S.24S,-32,1926
44S.24S,-31,1927
44S.24S,-32,1928
44S.24S,-41,1929
44S.24S,-31,1930
44S.24S,-42,1931
44S.24S,-25,1932
44S.24S,-22,1933
44S.24S,-23,1934
44S.24S,-29,1935
44S.24S,-27,1936
44S.24S,-21,1937
44S.24S,-9,1938
44S.24S,-5,1939
44S.24S,1,1940
44S.24S,2,1941
44S.24S,8,1942
44S.24S,13,1943
44S.24S,32,1944
44S.24S,14,1945
44S.24S,-18,1946
44S.24S,-16,1947
44S.24S,-19,1948
44S.24S,-15,1949
44S.24S,-5,1950
44S.24S,-20,1951
44S.24S,-9,1952
44S.24S,-10,1953
44S.24S,-16,1954
44S.24S,-16,1955
44S.24S,-11,1956
44S.24S,-8,1957
44S.24S,-9,1958
44S.24S,-4,1959
44S.24S,-10,1960
44S.24S,11,1961
44S.24S,6,1962
44S.24S,-11,1963
44S.24S,-30,1964
44S.24S,-21,1965
44S.24S,-24,1966
44S.24S,-7,1967
44S.24S,-12,1968
44S.24S,2,1969
44S.24S,9,1970
44S.24S,4,1971
44S.24S,14,1972
44S.24S,20,1973
44S.24S,21,1974
44S.24S,13,1975
44S.24S,9,1976
44S.24S,23,1977
44S.24S,20,1978
44S.24S,32,1979
44S.24S,35,1980
44S.24S,29,1981
44S.24S,18,1982
44S.24S,20,1983
44S.24S,16,1984
44S.24S,29,1985
44S.24S,26,1986
44S.24S,33,1987
44S.24S,39,1988
44S.24S,37,1989
44S.24S,38,1990
44S.24S,33,1991
44S.24S,21,1992
44S.24S,26,1993
44S.24S,27,1994
44S.24S,32,1995
44S.24S,35,1996
44S.24S,43,1997
44S.24S,43,1998
44S.24S,50,1999
44S.24S,47,2000
44S.24S,58,2001
44S.24S,49,2002
44S.24S,47,2003
44S.24S,50,2004
44S.24S,52,2005
44S.24S,54,2006
44S.24S,54,2007
44S.24S,56,2008
44S.24S,61,2009
44S.24S,66,2010
44S.24S,68,2011
44S.24S,60,2012
44S.24S,64,2013
44S.24S,76,2014
64S.44S,-8,1880
64S.44S,-3,1881
64S.44S,8,1882
64S.44S,0,1883
64S.44S,-5,1884
64S.44S,-7,1885
64S.44S,-21,1886
64S.44S,-29,1887
64S.44S,-38,1888
64S.44S,-17,1889
64S.44S,-40,1890
64S.44S,-28,1891
64S.44S,-34,1892
64S.44S,-22,1893
64S.44S,-32,1894
64S.44S,-13,1895
64S.44S,-22,1896
64S.44S,-37,1897
64S.44S,-30,1898
64S.44S,-23,1899
64S.44S,-38,1900
64S.44S,-26,1901
64S.44S,-42,1902
64S.44S,-25,1903
64S.44S,-38,1904
64S.44S,-34,1905
64S.44S,-22,1906
64S.44S,-31,1907
64S.44S,-38,1908
64S.44S,-41,1909
64S.44S,-32,1910
64S.44S,-53,1911
64S.44S,-13,1912
64S.44S,-31,1913
64S.44S,-23,1914
64S.44S,-23,1915
64S.44S,-17,1916
64S.44S,4,1917
64S.44S,-23,1918
64S.44S,-22,1919
64S.44S,-44,1920
64S.44S,-49,1921
64S.44S,-27,1922
64S.44S,-28,1923
64S.44S,-60,1924
64S.44S,-55,1925
64S.44S,-46,1926
64S.44S,-41,1927
64S.44S,-62,1928
64S.44S,-57,1929
64S.44S,-42,1930
64S.44S,-31,1931
64S.44S,-57,1932
64S.44S,-46,1933
64S.44S,-34,1934
64S.44S,-34,1935
64S.44S,-28,1936
64S.44S,-14,1937
64S.44S,-8,1938
64S.44S,-10,1939
64S.44S,-21,1940
64S.44S,-18,1941
64S.44S,-5,1942
64S.44S,1,1943
64S.44S,-1,1944
64S.44S,-4,1945
64S.44S,-16,1946
64S.44S,-11,1947
64S.44S,-16,1948
64S.44S,-13,1949
64S.44S,-21,1950
64S.44S,-21,1951
64S.44S,0,1952
64S.44S,-12,1953
64S.44S,-4,1954
64S.44S,-19,1955
64S.44S,0,1956
64S.44S,-9,1957
64S.44S,-7,1958
64S.44S,-15,1959
64S.44S,-4,1960
64S.44S,-11,1961
64S.44S,-9,1962
64S.44S,-20,1963
64S.44S,-9,1964
64S.44S,0,1965
64S.44S,-17,1966
64S.44S,-7,1967
64S.44S,2,1968
64S.44S,13,1969
64S.44S,0,1970
64S.44S,11,1971
64S.44S,2,1972
64S.44S,-1,1973
64S.44S,-6,1974
64S.44S,4,1975
64S.44S,10,1976
64S.44S,37,1977
64S.44S,16,1978
64S.44S,38,1979
64S.44S,37,1980
64S.44S,37,1981
64S.44S,30,1982
64S.44S,29,1983
64S.44S,24,1984
64S.44S,38,1985
64S.44S,26,1986
64S.44S,21,1987
64S.44S,18,1988
64S.44S,25,1989
64S.44S,32,1990
64S.44S,34,1991
64S.44S,33,1992
64S.44S,35,1993
64S.44S,25,1994
64S.44S,16,1995
64S.44S,31,1996
64S.44S,38,1997
64S.44S,32,1998
64S.44S,16,1999
64S.44S,10,2000
64S.44S,20,2001
64S.44S,29,2002
64S.44S,23,2003
64S.44S,21,2004
64S.44S,20,2005
64S.44S,19,2006
64S.44S,6,2007
64S.44S,10,2008
64S.44S,18,2009
64S.44S,23,2010
64S.44S,26,2011
64S.44S,25,2012
64S.44S,30,2013
64S.44S,23,2014
90S.64S,39,1880
90S.64S,37,1881
90S.64S,42,1882
90S.64S,37,1883
90S.64S,40,1884
90S.64S,38,1885
90S.64S,28,1886
90S.64S,21,1887
90S.64S,16,1888
90S.64S,19,1889
90S.64S,4,1890
90S.64S,9,1891
90S.64S,5,1892
90S.64S,2,1893
90S.64S,-12,1894
90S.64S,-1,1895
90S.64S,3,1896
90S.64S,5,1897
90S.64S,8,1898
90S.64S,13,1899
90S.64S,12,1900
90S.64S,1,1901
90S.64S,6,1902
90S.64S,-43,1903
90S.64S,-108,1904
90S.64S,-20,1905
90S.64S,-49,1906
90S.64S,-101,1907
90S.64S,82,1908
90S.64S,-32,1909
90S.64S,43,1910
90S.64S,31,1911
90S.64S,-137,1912
90S.64S,-75,1913
90S.64S,-16,1914
90S.64S,-182,1915
90S.64S,-104,1916
90S.64S,37,1917
90S.64S,4,1918
90S.64S,44,1919
90S.64S,-69,1920
90S.64S,-52,1921
90S.64S,-5,1922
90S.64S,-34,1923
90S.64S,-49,1924
90S.64S,-59,1925
90S.64S,-39,1926
90S.64S,-130,1927
90S.64S,-205,1928
90S.64S,-97,1929
90S.64S,-237,1930
90S.64S,-26,1931
90S.64S,-81,1932
90S.64S,-94,1933
90S.64S,-31,1934
90S.64S,-139,1935
90S.64S,26,1936
90S.64S,74,1937
90S.64S,-72,1938
90S.64S,-155,1939
90S.64S,16,1940
90S.64S,-26,1941
90S.64S,-69,1942
90S.64S,136,1943
90S.64S,-49,1944
90S.64S,-143,1945
90S.64S,41,1946
90S.64S,28,1947
90S.64S,-83,1948
90S.64S,-152,1949
90S.64S,-68,1950
90S.64S,-48,1951
90S.64S,-21,1952
90S.64S,-93,1953
90S.64S,-69,1954
90S.64S,130,1955
90S.64S,59,1956
90S.64S,39,1957
90S.64S,-68,1958
90S.64S,-36,1959
90S.64S,-86,1960
90S.64S,12,1961
90S.64S,-85,1962
90S.64S,5,1963
90S.64S,-44,1964
90S.64S,-6,1965
90S.64S,15,1966
90S.64S,27,1967
90S.64S,-14,1968
90S.64S,-4,1969
90S.64S,41,1970
90S.64S,25,1971
90S.64S,55,1972
90S.64S,29,1973
90S.64S,58,1974
90S.64S,28,1975
90S.64S,-36,1976
90S.64S,13,1977
90S.64S,-5,1978
90S.64S,-24,1979
90S.64S,104,1980
90S.64S,54,1981
90S.64S,-27,1982
90S.64S,4,1983
90S.64S,58,1984
90S.64S,14,1985
90S.64S,-3,1986
90S.64S,18,1987
90S.64S,105,1988
90S.64S,34,1989
90S.64S,28,1990
90S.64S,99,1991
90S.64S,42,1992
90S.64S,-13,1993
90S.64S,-11,1994
90S.64S,8,1995
90S.64S,111,1996
90S.64S,-4,1997
90S.64S,21,1998
90S.64S,3,1999
90S.64S,34,2000
90S.64S,49,2001
90S.64S,87,2002
90S.64S,59,2003
90S.64S,-6,2004
90S.64S,76,2005
90S.64S,36,2006
90S.64S,117,2007
90S.64S,50,2008
90S.64S,85,2009
90S.64S,38,2010
90S.64S,93,2011
90S.64S,32,2012
90S.64S,67,2013
90S.64S,47,2014
